"SKURcrd","MfgName","MfgNo","Quantity","smShortDesc","ShortDesc","Description","Picture","Price","MAP","MSRP","AddShip","ShipWeight","ShipLength","ShipWidth","ShipHeight","CategoryParentName","CategoryName","CategoryAbbv","MfgAbbv","MfgSite","ProductGroup","GroupMisc","Rcstus","BarCode","DEPID","RestrictedAreas","Warranty","Thumbnail","ExtraTxt1","ExtraFileNm1","Extra1Exp","ExtraTxt2","ExtraFileNm2","Extra2Exp","ExtraFileNm3","ExtraTxt3","Extra3Exp","Ebay","PicEB","CaseQty","UnitQty","CategoryID","PicURL","BillableWeight","EconomyBillable",
52161,Hornady,8238,12,404 Jeff 423 400gr DGX /20,404 Jeffery,Hornady Dangerous Game Series<br><br>- Caliber:  404 Jeffery<br>- Grain:  400<br>- DGX<br>- Per 20<br>- Muzzle Velocity:  2300 fps,hornpic8238.jpg,84.71,0,139.99,0,2.4,6.5,4.5,1.5,Ammunition,Centerfire Rifle Ammunition,AM,HORN,www.hornady.com,JJL,423 400gr DGX (Per 20),C,090255382389,69284,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_hornpic8238.gif,,,,,,,,,,0,,6,20,11,https://images.dealerease.net/prodpics/hornpic8238.jpg,3,3,
52167,Hornady,80592,20,7mm Rem Mag 139gr GMX SPF /20,7mm Remington Magnum,Hornady GMX Ammunition<br><br>- Caliber:  7mm Remington Magnum<br>- Grain:  139<br>- Bullet:  GMX<br>- Use:  Medium Game<br>- Muzzle Velocity:  3150 fps,hornpic80592.jpg,34.76,0,58.32,0,1.4,6.5,4,1.5,Ammunition,Centerfire Rifle Ammunition,AM,HORN,www.hornady.com,HKR,139gr GMX (Per 20),C,090255805925,69558,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_hornpic80592.gif,,,,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/hornpic80592.jpg,2,2,
52533,Nosler,60005,9,25-06 Rem 100gr Partitn (Per 20),25-06 Remington Trophy Grade Ammunition 100 Grains Partition Per 20,Nosler Trophy Grade ammunition is high quality production-run ammunition manufactured to strict tolerances and inspected as it is hand-packaged. Trophy Grade features Nosler Custom brass and the dependable high performing bullets you know and trust. <br><br>Partition Bullets feature a fully tapered jacket that ruptures instantly at the thin jacket mouth yet the gradual thickening along the bullet's axis controls expansion and curls the jacket uniformly outward at high or low velocities. Nosler's integral Partition supports the expanded mushroom and retains the rear lead alloy core. The enclosed rear core retains more than half the original bullet weight for deep penetration. The special crimp locks in the rear core section adding strength to resist deformation under the pressure of heavy magnums. <br><br>Specifications:<br><br>- Caliber: 25-06 Remington<br>- Bullet Weight: 100 Grains<br>- Bullet Style: Partition<br>- Case Type: Brass<br>- Quantity: 20 Rounds<br><br>Ballistics Information: <br><br>- Muzzle Velocity: 3300 fps<br>- Muzzle Energy: 2418 ft lbs,noslpic60005.jpg,34.54,0,50,0,1.05,5.5,3.5,1,Ammunition,Centerfire Rifle Ammunition,AM,NOSL,www.nosler.com,,,C,054041600057,69028,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_noslpic60005.gif,,,,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/noslpic60005.jpg,2,2,
52569,Nosler,60047,3,7mm STW 160gr AccuBond (Per 20),7mm STW Ammunition,Nosler Trophy Grade ammunition is high quality production-run ammunition manufactured to strict tolerances and inspected as it is hand-packaged. Trophy Grade features Nosler Custom brass and the dependable high performing bullets you know and trust. <br><br>This Trophy Grade ammunition is loaded with Nosler's AccuBond bonded core bullet. Through a proprietary bonding process that eliminates voids in the bullet core AccuBond marries Nosler's traditional copper-alloy jacket with its special lead-alloy core. The result is a bullet that flies true penetrates deep won't cause extensive barrel fouling and will retain 60-70% of its weight. The white polymer tip helps protect against deformation while initiating expansion upon impact. <br><br>Specifications:<br><br>- Caliber: 7mm STW<br>- Bullet Weight: 160 Grains<br>- Bullet Style: AccuBond<br>- Case Type: Brass<br>- Quantity: 20 Rounds<br><br>Ballistics Information:<br><br>- Muzzle Velocity: 3075 fps<br>- Muzzle Energy: 3359 ft lbs,noslpic60047.jpg,54.37,0,78.5,0,1.6,5.75,4,1.25,Ammunition,Centerfire Rifle Ammunition,AM,NOSL,www.nosler.com,YSE,Trophy Grade 160 Grains AccuBond Per 20,C,054041600477,68418,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_noslpic60047.gif,,,,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/noslpic60047.jpg,2,2,
52572,Nosler,60012,10,257 WbyMag 110gr AccuBnd (Per 20),257 Weatherby Magnum Trophy Grade Ammunition 110 Grains AccuBond Per 20,Nosler Trophy Grade ammunition is high quality production-run ammunition manufactured to strict tolerances and inspected as it is hand-packaged. Trophy Grade features Nosler Custom brass and the dependable high performing bullets you know and trust. <br><br>This Trophy Grade ammunition is loaded with Nosler's AccuBond bonded core bullet. Through a proprietary bonding process that eliminates voids in the bullet core AccuBond marries Nosler's traditional copper-alloy jacket with its special lead-alloy core. The result is a bullet that flies true penetrates deep won't cause extensive barrel fouling and will retain 60-70% of its weight. The white polymer tip helps protect against deformation while initiating expansion upon impact. <br><br>Specifications:<br><br>- Caliber: 257 Weatherby Magnum<br>- Bullet Weight: 110 Grains<br>- Bullet Style: AccuBond<br>- Case Type: Brass<br>- Quantity: 20 Rounds<br><br>Ballistics Information:<br><br>- Muzzle Velocity: 3400 fps<br>- Muzzle Energy: 2823 ft lbs,noslpic60012.jpg,57.24,0,83,0,1.3,6,4,1.5,Ammunition,Centerfire Rifle Ammunition,AM,NOSL,www.nosler.com,,,C,054041600125,69013,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_noslpic60012.gif,,,,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/noslpic60012.jpg,2,2,
52574,Nosler,60064,0,300 RUM 165gr Partition (Per 20),300 Remington Ultra Magnum Ammunition,Nosler Trophy Grade ammunition is high quality production-run ammunition manufactured to strict tolerances and inspected as it is hand-packaged. Trophy Grade features Nosler Custom brass and the dependable high performing bullets you know and trust. <br><br>Partition Bullets feature a fully tapered jacket that ruptures instantly at the thin jacket mouth yet the gradual thickening along the bullet's axis controls expansion and curls the jacket uniformly outward at high or low velocities. Nosler's integral partition supports the expanded mushroom and retains the rear lead alloy core. The enclosed rear core retains more than half the original bullet weight for deep penetration. The special crimp locks in the rear core section adding strength to resist deformation under the pressure of heavy magnums. <br><br>Specifications:<br><br>- Caliber: 300 Remington Ultra Magnum (RUM)<br>- Bullet Weight: 165 Grains<br>- Bullet Style: Partition<br>- Case Type: Brass<br>- Quantity: 20 Rounds<br><br>Ballistics Information:<br><br>- Muzzle Velocity: 3350 fps<br>- Muzzle Energy: 4111 ft lbs,noslpic60064.jpg,57.24,0,83,0,1.85,7,4.062,1.5,Ammunition,Centerfire Rifle Ammunition,AM,NOSL,www.nosler.com,YSJ,Trophy Grade 165 Grains Partition Per 20,C,054041600644,68420,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_noslpic60064.gif,,,,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/noslpic60064.jpg,3,3,
52582,Nosler,60010,11,257 Roberts +P 110gr AB (Per 20),257 Roberts +P Trophy Grade Ammunition 110 Grains AccuBond Per 20,Nosler Trophy Grade ammunition is high quality production-run ammunition manufactured to strict tolerances and inspected as it is hand-packaged. Trophy Grade features Nosler Custom brass and the dependable high performing bullets you know and trust. <br><br>This Trophy Grade ammunition is loaded with Nosler's AccuBond bonded core bullet. Through a proprietary bonding process that eliminates voids in the bullet core AccuBond marries Nosler's traditional copper-alloy jacket with its special lead-alloy core. The result is a bullet that flies true penetrates deep won't cause extensive barrel fouling and will retain 60-70% of its weight. The white polymer tip helps protect against deformation while initiating expansion upon impact. <br><br>Specifications:<br><br>- Caliber: 257 Roberts +P<br>- Bullet Weight: 110 Grain<br>- Bullet Length: 1.195"<br>- Bullet Style: AccuBond<br>- Case Type: Brass <br>- Quantity: 20 Rounds<br><br>Ballistics Information:<br><br>- Muzzle Velocity: 3000 fps<br>- Muzzle Energy: 2198 ft lb <br>- Sectional Density: 0.238<br>- Ballistic Coefficient: 0.418,noslpic60010.jpg,37.5,0,54.5,0,1.05,5.375,3.5,1.125,Ammunition,Centerfire Rifle Ammunition,AM,NOSL,www.nosler.com,,,C,054041600101,69918,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_noslpic60010.gif,,,,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/noslpic60010.jpg,2,2,
52583,Nosler,60042,0,7mm-08 Rem 140gr AccuBnd (Per 20),7mm-08 Remington Ammunition,Nosler Trophy Grade ammunition is high quality production-run ammunition manufactured to strict tolerances and inspected as it is hand-packaged. Trophy Grade features Nosler Custom brass and the dependable high performing bullets you know and trust. <br><br>This Trophy Grade ammunition is loaded with Nosler's AccuBond bonded core bullet. Through a proprietary bonding process that eliminates voids in the bullet core AccuBond marries Nosler's traditional copper-alloy jacket with its special lead-alloy core. The result is a bullet that flies true penetrates deep won't cause extensive barrel fouling and will retain 60-70% of its weight. The white polymer tip helps protect against deformation while initiating expansion upon impact. <br><br>Specifications:<br><br>- Caliber: 7mm-08 Remington<br>- Bullet Weight: 140 Grains<br>- Bullet Length: 1.290"<br>- Bullet Style: Nosler AccuBond<br>- Case Type: Brass<br>- Quantity: 20 Rounds<br><br>Ballistics Information:<br><br>- Muzzle Velocity: 2825 fps<br>- Muzzle Energy: 2481 ft lbs<br>- Sectional Density: 0.248<br>- Ballistic Coefficient: 0.485,noslpic60042.jpg,34.54,0,50,0,1.15,5.5,3,1,Ammunition,Centerfire Rifle Ammunition,AM,NOSL,www.nosler.com,YQX,Trophy Grade 140 Grains AccuBond Per 20,C,054041600422,68704,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_noslpic60042.gif,,,,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/noslpic60042.jpg,2,2,
52586,Nosler,60025,1,270 Winchester 130gr AB (Per 20),270 Winchester Ammunition,Nosler Trophy Grade ammunition is high quality production-run ammunition manufactured to strict tolerances and inspected as it is hand-packaged. Trophy Grade features Nosler Custom brass and the dependable high performing bullets you know and trust. <br><br>This Trophy Grade ammunition is loaded with Nosler's AccuBond bonded core bullet. Through a proprietary bonding process that eliminates voids in the bullet core AccuBond marries Nosler's traditional copper-alloy jacket with its special lead-alloy core. The result is a bullet that flies true penetrates deep won't cause extensive barrel fouling and will retain 60-70% of its weight. The white polymer tip helps protect against deformation while initiating expansion upon impact. <br><br>Specifications:<br><br>- Caliber: 270 Winchester<br>- Bullet Weight: 130 Grains<br>- Bullet Length: 1.245"<br>- Bullet Style: AccuBond<br>- Case Type: Brass<br>- Quantity: 20 Rounds<br><br>Ballistics Information:<br><br>- Muzzle Velocity: 3075 fps<br>- Muzzle Energy: 2729 ft. lbs.<br>- Sectional Density: 0.242<br>- Ballistic Coefficient: 0.435,noslpic60025.jpg,34.54,0,50,0,1.2,5.5,3.5,1,Ammunition,Centerfire Rifle Ammunition,AM,NOSL,www.nosler.com,YQW,Trophy Grade 130 Grains AccuBond Per 20,C,054041600255,69358,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_noslpic60025.gif,,,,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/noslpic60025.jpg,2,2,
52763,Federal Cartridge,922A,194,22LR 40gr Premium Match (Per 50),22 Long Rifle,With its match-grade accuracy and consistent performance Federal Gold Medal ammunition is a great choice for competition. That's why Gold Medal has been the choice of serious match shooters and military marksmen for more than two decades. It's also used by Olympic athletes and has won silver and gold medals. <br><br>Specifications:<br><br>- Caliber: 22 Long Rifle<br>- Bullet Weight: 40 Grains<br>- Bullet Style: Lead Match <br>- Quantity: Per 50<br><br>Ballistics Information:<br> <br>- Muzzle Velocity: 1080 fps<br>- Velocity Rating: Subsonic / Standard Velocity<br>- Muzzle Energy: 104 ft lbs,fedepic922A.jpg,10.64,0,15.95,0,0.4,3,2,1,Ammunition,Rimfire Ammunition,AM,FEDE,www.federalpremium.com,HME,Premium Gold Medal 40 Grains Lead Match Per 50,C,029465057800,68089,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_fedepic922A.gif,,,,,,,,,,0,,100,50,14,https://images.dealerease.net/prodpics/fedepic922A.jpg,1,1,
52768,Federal Cartridge,F4570FS1,0,Fusion 45-70 Gov 300gr (Per 20),45-70 Government,Federal Fusion Ammunition is loaded with a specialized bullet perfect for deer sized game that features an electrochemically bonded lead core to copper jacket eliminating the possibility of a core/jacket separation. The fusion spitzer bullet features a slight dimple in the nose that delivers exceptional accuracy and devastating terminal performance which delivers an impact that radiates lethal shock throughout the target. This energy is optimized through mass weight retention a top-secret tip-skiving process and superior bullet integrity. This ammunition is new production non-corrosive in boxer primed reloadable brass cases. <br><br>Specifications:<br><br>- Caliber: 45-70 Government<br>- Bullet Weight: 300 Grains<br>- Bullet Style: Spitzer<br>- Case Type: Brass<br>- Quantity: Per 20<br><br>Ballistics Information: <br><br>- Muzzle Velocity: 1850 fps<br>- Muzzle Energy: 2280 ft lbs,fedepicf4570fs1.jpg,33.05,0,48.95,0,1.15,3.5,2.75,1.5,Ammunition,Centerfire Rifle Ammunition,AM,FEDE,www.federalpremium.com,HOA,Fusion 300 Grains Spitzer Per 20,C,029465060398,67361,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_fedepicf4570fs1.gif,SavageAmmo_Rebate,Federal_Ammo_Savage_Rebate.jpg,12/31/2016,Federal_Fusion_Rebate,2016_FusionPromo.pdf,12/31/2016,,,,0,,10,20,11,https://images.dealerease.net/prodpics/fedepicf4570fs1.jpg,2,2,
52784,Federal Cartridge,PWB1463,3,Black Cld 12ga  2.75" #3 (Per 25),12 Gauge,Federal Black Cloud ammunition takes non-toxic steel loads to the next level of performance. Each load features FlightControl wads for tighter patterns and long range effectiveness and FliteStopper steel pellets that are engineered to have a traumatic effect of waterfowl.  Federal recommends using a non-ported choke tube. This will allow the uniquely shaped Black Cloud pellets and FlightControl wad to pass through the bore more smoothly allowing for an even tighter downrange pattern. <br><br>Specifications:<br><br>- Gauge: 12<br>- Shell Length: 2-3/4"<br>- Shot Weight: 1 oz<br>- Shot Size: #3<br>- Shot Type: Non-Toxic FlightStopper Steel<br>- Quantity: Per 25<br><br>Ballistics Information:<br><br>- Muzzle Velocity: 1500 fps,fedepicpWB1463.jpg,14.4173,0,21.95,0,2.4,4.25,4.25,2.5,Ammunition,Shotgun Ammunition,AM,FEDE,www.federalpremium.com,HNY,Premium Black Cloud Waterfowl 2 3/4" 1 oz #3 Steel Shot Per 25,D,029465027094,68091,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_fedepicpWB1463.gif,,,,,,,,,,0,,10,25,15,https://images.dealerease.net/prodpics/fedepicpWB1463.jpg,3,3,
53455,Winchester Ammo,S9MMPDB1,0,SupremElt 9mmLuger 147gr PDX1 /20,9mm Luger,Winchester PDX1 ammunition was tested by the FBI to see if it can stand up to real world life threatening situations this ammunition has impressive expansion and notable velocities at various ranges thanks to Winchester's proprietary bonding process. The engineers have welded together the lead core and copper jacket to obtain controlled expansion and a higher weight retention. The bonding can also take on the toughest barriers at varied ranges and velocities to simulate real world threat. <br><br>Upon impact the jacketed hollow point initiates expansion up to 1-1/2 times the size of the original bullet diameter. The unique notching in the bullet creates six equal segments creating maximum expansion on impact. Finally Winchester has chosen nickel plated brass to maximize reliability through smooth chambering and case ejection. <br><br>Specifications:<br><br>- Caliber: 9mm Luger<br>- Bullet Weight: 147 Grains<br>- Bullet Style: Bonded PDX1 Jacketed Hollow Point<br>- Quantity: Per 20<br><br>Ballistics Information: <br><br>- Muzzle Velocity: 1000 fps<br>- Muzzle Energy: 326 ft lbs,wincpics9mmpdb1.jpg,18.26,0,27.95,0,0.65,3.375,2.625,1.5,Ammunition,Centerfire Handgun Ammunition,AM,WINC,www.winchester.com,HIG,PDX1 Defender 147 Grains Bonded Jacketed Hollow Point Per 20,C,020892217836,75870,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_wincpics9mmpdb1.gif,,,,,,,,,,0,,10,20,13,https://images.dealerease.net/prodpics/wincpics9mmpdb1.jpg,1,1,
53456,Winchester Ammo,S9MMPDB,0,SupremElt 9mmLuger 124gr PDX1 /20,9mm Luger +P PDX1 Defender 124 Grains Bonded Jacketed Hollow Point Per 20,Winchester PDX1 ammunition was tested by the FBI to see if it can stand up to real world life threatening situations this ammunition has impressive expansion and notable velocities at various ranges thanks to Winchester's proprietary bonding process. The engineers have welded together the lead core and copper jacket to obtain controlled expansion and a higher weight retention. The bonding can also take on the toughest barriers at varied ranges and velocities to simulate real world threat. <br><br>Upon impact the jacketed hollow point initiates expansion up to 1-1/2 times the size of the original bullet diameter. The unique notching in the bullet creates six equal segments creating maximum expansion on impact. Finally Winchester has chosen nickel plated brass to maximize reliability through smooth chambering and case ejection. <br><br>Specifications:<br><br>- Caliber: 9mm Luger +P<br>- Bullet Weight: 124 Grains<br>- Bullet Style: Bonded PDX1 Jacketed Hollow Point<br>- Quantity: Per 20<br><br>Ballistics Information: <br><br>- Muzzle Velocity: 1200 fps<br>- Muzzle Energy: 396 ft lbs,wincpics9mmpdb.jpg,18.26,0,27.95,0,0.6,3.25,2.625,1.5,Ammunition,Centerfire Handgun Ammunition,AM,WINC,www.winchester.com,,,C,020892217812,73484,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_wincpics9mmpdb.gif,,,,,,,,,,0,,10,20,13,https://images.dealerease.net/prodpics/wincpics9mmpdb.jpg,1,1,
55822,Hornady,83171,0,17 HMR 15.5gr NTX /50,17 HMR,Hornady Lead Free Ammunition<br><br>- Caliber:  17 HMR<br>- Grain:  15.5<br>- Bullet:  NTX<br>- Muzzle Velocity:  2525 fps<br>- 50 Rounds Per box,hornpic83171.jpg,10.71,0,17.87,0,0.4,3.375,1.875,1.625,Ammunition,Rimfire Ammunition,AM,HORN,www.hornady.com,HJH,15.5gr NTX (Per 50),C,090255831719,73561,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_hornpic83171.gif,,,,,,,,,,0,,40,50,14,https://images.dealerease.net/prodpics/hornpic83171.jpg,1,1,
55832,Hornady,82303,3,9.3x62mm 286gr SP-RP /20,9.3x62 286gr SP-RP (Per 20),Hornady Dangerous Game Ammunition<br><br>- Caliber:  9.3 x 62<br>- Grain:  268<br>- Bullet:  SP-RP<br>- Per 20<br>- Muzzle Velocity:  2360 fps,hornpic82303.jpg,44.58,0,73.67,0,1.65,6.5,4.5,1.375,Ammunition,Centerfire Rifle Ammunition,AM,HORN,www.hornady.com,,,C,090255823035,73383,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_hornpic82303.gif,,,,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/hornpic82303.jpg,2,2,
55840,Hornady,82026,23,300 Win Mag 165gr GMX SPF /20,300 Winchester Magnum,Hornady Superformance Ammunition<br><br>- Caliber:  300 Winchester Magnum<br>- Grain:  165<br>- Bullet:  GMX<br>- Per 20<br>- Muzzle Velocity:  3260,hornpic82026.jpg,34.41,0,58.32,0,1.55,6.5,4,1.375,Ammunition,Centerfire Rifle Ammunition,AM,HORN,www.hornady.com,HJT,Superformance 165gr GMX (Per 20),C,090255820263,72398,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_hornpic82026.gif,,,,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/hornpic82026.jpg,2,2,
55843,Hornady,81583,6,280 Rem 139gr SST SPF /20,280 Remington,Increase you favorite rifle's performance by up to 200 fps without extra chamber pressure recoil muzzle blast temperature sensitivity fouling or loss of accuracy. Superformance uses ultra progressive propellants that take your favorite SST and GMX bullets to levels of performance that are simply unattainable with converntional propellants.<br><br><br>- Caliber:  280 Remington<br>- Grain:  139<br>- Bullet:  SST<br>- Per 20<br>- Muzzle Velocity:  3090 fps,hornpic81583.jpg,25.08,0,42.31,0,1.25,5.25,3.375,1.125,Ammunition,Centerfire Rifle Ammunition,AM,HORN,www.hornady.com,JJH,Superformance 139gr SST (Per 20),C,090255815832,71737,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_hornpic81583.gif,,,,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/hornpic81583.jpg,2,2,
55848,Hornady,81453,87,25-06 Rem 117gr SST SPF /20,25-06 Remington,Increase you favorite rifle's performance by up to 200 fps without extra chamber pressure recoil muzzle blast temperature sensitivity fouling or loss of accuracy. Superformance uses ultra progressive propellants that take your favorite SST and GMX bullets to levels of performance that are simply unattainable with converntional propellants.<br><br><br>- Caliber:  25-06 Remington<br>- Grain:  117<br>- Bullet:  SST<br>- Per 20<br>- Muzzle Velocity(fps):  3110,hornpic81453.jpg,25.54,0,42.85,0,1.15,5.25,3.375,1.125,Ammunition,Centerfire Rifle Ammunition,AM,HORN,www.hornady.com,HJF,Superformance 117gr SST (Per 20),C,090255814538,71751,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_hornpic81453.gif,,,,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/hornpic81453.jpg,2,2,
55851,Hornady,81183,22,30-06 Sprg 180gr SST SPF /20,30-06 Springfield,Increase you favorite rifle's performance by up to 200 fps without extra chamber pressure recoil muzzle blast temperature sensitivity fouling or loss of accuracy. Superformance uses ultra progressive propellants that take your favorite SST and GMX bullets to levels of performance that are simply unattainable with converntional propellants.<br><br><br>- Caliber:  30-06 Springfield<br>- Grain:  180<br>- Bullet:  SST<br>- Per 20<br>- Muzzle Velocity(fps):  2820,hornpic81183.jpg,24.18,0,40.59,0,1.35,5.25,3.375,1.125,Ammunition,Centerfire Rifle Ammunition,AM,HORN,www.hornady.com,HJU,Superformance 180gr SST (Per 20),C,090255811834,71753,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_hornpic81183.gif,,,,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/hornpic81183.jpg,2,2,
55856,Hornady,80633,60,7mm Rem Mag 162gr SST SPF /20,7mm Remington Magnum,Hornady Superformance Ammunition<br><br>- Caliber:  7mm Remington Magnum<br>- Grain:  162<br>- Bullet:  SST<br>- Muzzle Velocity:  3030 fps<br>- Per 20,hornpic80633.jpg,30.87,0,51.79,0,1.5,6.5,3.875,1.375,Ammunition,Centerfire Rifle Ammunition,AM,HORN,www.hornady.com,HKR,Superformance 162gr. SST (Per 20),C,090255806335,73005,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_hornpic80633.gif,,,,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/hornpic80633.jpg,2,2,
56338,Umarex USA,2252752,8,Blank 9mm R.K. Revolver (Per 50),Blanks,Umarex Blanks<br><br>Suitable for revolvers(Blank firers) of all kinds and suitable for pyrotechnics.<br><br>- Caliber:  .380/9mm R.K.<br>- Per 50,umarpic2252752.jpg,12.57,0,19,0,0.3,2.75,2.75,1.5,Ammunition,Dummy Cartridges/Blanks,AM,UMAR,www.umarexusa.com,JOH,Blank 9mm R.K. Revolver (Per 50),C,723364527524,71604,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_umarpic2252752.gif,,,,,,,,,,0,,10,50,12,https://images.dealerease.net/prodpics/umarpic2252752.jpg,1,1,
60595,Hornady,81264,24,5.56 NATO 75gr BTHP SPF-Match /20,5.56 NATO,Hornady Ammunition<br><br>- Caliber:  5.56 NATO<br>- Grain:  75<br>- Bullet:  Boattail Hollow Point Superformance Match<br>- Muzzle Velocity:  2920 fps<br>- Match<br>- Per 20,hornpic81264.jpg,16.55,0,27.77,0,0.6,4.5,2.5,1,Ammunition,Centerfire Rifle Ammunition,AM,HORN,www.hornady.com,KMJ,75gr BTHP Superformance-Match /20,C,090255812640,75815,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_hornpic81264.gif,,,,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/hornpic81264.jpg,1,1,
60596,Hornady,8316,45,222 Rem 50gr V-MAX SPF-Varm /20,222 Remington,Increase you favorite rifle's performance by up to 200 fps without extra chamber pressure recoil muzzle blast temperature sensitivity fouling or loss of accuracy. Superformance uses ultra progressive propellants that take your favorite SST and GMX bullets to levels of performance that are simply unattainable with converntional propellants.<br><br><br>- Caliber:  222 Remington<br>- Grain:  50<br>- Bullet:  V-MAX<br>- Per 20<br>- Muzzle Velocity:  3345 fps,hornpic8316.jpg,15.24,0,25.59,0,0.6,4.5,2.5,1,Ammunition,Centerfire Rifle Ammunition,AM,HORN,www.hornady.com,KMG,Superformance Varmint 50 Gr VMAX/20,C,090255383164,74199,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_hornpic8316.gif,,,,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/hornpic8316.jpg,1,1,
60606,Hornady,8334,7,22-250 NTX SPF-Varm /20,22-250 Remington,Hornady Superformance Varmint Ammunition<br><br>- Caliber:  22-250 Remington<br>- Grain:  35<br>- Bullet:  NTX<br>- Muzzle Velocity:  4450 fps<br>- 20 Round Per Box,hornpic8334.jpg,19.56,0,32.81,0,0.3,5.25,1.25,3,Ammunition,Centerfire Rifle Ammunition,AM,HORN,www.hornady.com,HJL,Superformance Varmint 35 Gr NTX/20,C,090255383348,76901,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_hornpic8334.gif,,,,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/hornpic8334.jpg,1,1,
60661,Hornady,92790,5,45 Colt 185gr FTX Crit Def /20,45 Long Colt by Hornady,Hornady Critical Defense Ammunition<br><br>- Caliber:  45 Colt<br>- Grain:  185<br>- Bullet:  FTX<br>- Muzzle Velocity:  1150 fps<br>- Sold 20 Per Box,hornpic92790.jpg,16.56,0,27.93,0,0.95,3.125,2.375,2,Ammunition,Centerfire Handgun Ammunition,AM,HORN,www.hornady.com,JYW,185 Gr. FTX Critical Defense/20,C,090255927900,74408,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_hornpic92790.gif,,,,,,,,,,0,,10,20,13,https://images.dealerease.net/prodpics/hornpic92790.jpg,2,2,
