"SKURcrd","MfgName","MfgNo","Quantity","smShortDesc","ShortDesc","Description","Picture","Price","MAP","MSRP","AddShip","ShipWeight","ShipLength","ShipWidth","ShipHeight","CategoryParentName","CategoryName","CategoryAbbv","MfgAbbv","MfgSite","ProductGroup","GroupMisc","Rcstus","BarCode","DEPID","RestrictedAreas","Warranty","Thumbnail","ExtraTxt1","ExtraFileNm1","Extra1Exp","ExtraTxt2","ExtraFileNm2","Extra2Exp","ExtraFileNm3","ExtraTxt3","Extra3Exp","Ebay","PicEB","CaseQty","UnitQty","CategoryID","PicURL","BillableWeight","EconomyBillable",
60669,Hornady,80548,10,270 Win 130gr IB SPF /20,270 Winchester,Increase you favorite rifle's performance by up to 200 fps without extra chamber pressure recoil muzzle blast temperature sensitivity fouling or loss of accuracy. Superformance uses ultra progressive propellants that take your favorite SST and GMX bullets to levels of performance that are simply unattainable with converntional propellants.<br><br><br>- Caliber:  270 Winchester<br>- Grain:  130<br>- Bullet:  InterBond<br>- Per 20<br>- Muzzle Velocity:  3200 fps,hornpic80548.jpg,27.47,0,46.35,0,1.15,5.25,3.375,1.125,Ammunition,Centerfire Rifle Ammunition,AM,HORN,www.hornady.com,HJP,Superformance 130 Gr. Interbond (Per 20),C,090255805482,74201,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_hornpic80548.gif,,,,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/hornpic80548.jpg,2,2,
60677,Hornady,82198,9,300 Win Mag 180gr IB SPF /20,300 Winchester Magnum,Hornady Superformance Ammunition<br><br>- Caliber:  300 Winchester Magnum<br>- Grain:  180<br>- Bullet:  Interbond<br>- Muzzle Velocity:  3130 fps<br>- Sold 20 Per Box,hornpic82198.jpg,32.17,0,54.84,0,1.6,6.5,4,1.375,Ammunition,Centerfire Rifle Ammunition,AM,HORN,www.hornady.com,HJT,180 Gr Interbond Superformance/20,C,090255821987,74420,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_hornpic82198.gif,,,,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/hornpic82198.jpg,2,2,
60756,Carlsons,00053,4,Snap Cap .308 (2-Pack),Snap Caps,Carlson's Snap Caps allow for safe release of firing pin springs. A spring loaded striking area cushions and protects firing pins (centerfire calibers only). These Snap Caps are an excellent tool for teaching and eliminating flinching.<br><br>Whatever your needs Snap Caps are handy and inexpensive.<br><br>- Caliber: 308 Winchester<br>- Sold per 2 snap caps,carlpic00053.jpg,6.97,0,10.25,0,0.15,8.06,3.88,1.25,Ammunition,Dummy Cartridges/Blanks,AM,CARL,www.choketube.com,NES,308 Winchester (2-Pack),C,723189000530,87959,,,th_carlpic00053.gif,,,,,,,,,,0,,1,2,12,https://images.dealerease.net/prodpics/carlpic00053.jpg,1,1,
60758,Carlsons,00055,4,Snap Cap .30/06 (2-Pack),Snap Caps,Carlson's Snap Caps allow for safe release of firing pin springs. A spring loaded striking area cushions and protects firing pins (centerfire calibers only). These Snap Caps are an excellent tool for teaching and eliminating flinching.<br><br>Whatever your needs Snap Caps are handy and inexpensive.<br><br>- Caliber: 30-06 Springfield<br>- Sold per 2 snap caps,carlpic00055.jpg,6.97,0,10.25,0,0.15,8,3.63,1.5,Ammunition,Dummy Cartridges/Blanks,AM,CARL,www.choketube.com,NES,30-06 Springfield (2 Pack),C,723189000554,87961,,,th_carlpic00055.gif,,,,,,,,,,0,,1,2,12,https://images.dealerease.net/prodpics/carlpic00055.jpg,1,1,
60923,Tipton,134402,6,Snap Cap Rifle 308 Win (Per 2),Snap Caps,Snap Caps have a variety of uses around the bench.<br><br>It is generally accepted that one shouldn't drop the firing pin on an empty chamber - which is the primary reason to have Snap Caps for your favorite guns. You should always use Snap Caps when checking or adjusting the trigger pull. If you prefer to release the tension on the hammer springs when storing your guns Snap Caps are ideal.<br><br>Whatever your needs Snap Caps are handy and inexpensive.<br><br>- Caliber:  308 Winchester<br>- Sold per 2 snap caps,tiptpic134-402.jpg,7.58,0,11.99,0,0.1,5.5,3.625,1.25,Ammunition,Dummy Cartridges/Blanks,AM,TIPT,www.battenfeldtechnologies.com,KBH,308 Winchester (Per 2),C,661120344025,75595,,,th_tiptpic134-402.gif,,,,,,,,,,0,,6,2,12,https://images.dealerease.net/prodpics/tiptpic134-402.jpg,1,1,
60927,Tipton,191808,17,Snap Cap Shotgun 20 Gauge (Per 2),Snap Caps,Snap Caps have a variety of uses around the bench.<br><br>It is generally accepted that one shouldn't drop the firing pin on an empty chamber - which is the primary reason to have Snap Caps for your favorite guns. You should always use Snap Caps when checking or adjusting the trigger pull. If you prefer to release the tension on the hammer springs when storing your guns Snap Caps are ideal.<br><br>Whatever your needs Snap Caps are handy and inexpensive.<br><br>- Caliber:  9mm<br>- Sold per 5 snap caps,tiptpic191-808.jpg,5.03,0,7.99,0,0.1,5.5,3.625,1.25,Ammunition,Dummy Cartridges/Blanks,AM,TIPT,www.battenfeldtechnologies.com,KBH,20 Gauge (Per 2),C,661120918080,75597,,,th_tiptpic191-808.gif,,,,,,,,,,0,,6,2,12,https://images.dealerease.net/prodpics/tiptpic191-808.jpg,1,1,
60962,Tipton,787336,1,Snap Cap Rifle 7.62x39mm (Per 2),Snap Caps,Snap Caps have a variety of uses around the bench.<br><br>It is generally accepted that one shouldn't drop the firing pin on an empty chamber - which is the primary reason to have Snap Caps for your favorite guns. You should always use Snap Caps when checking or adjusting the trigger pull. If you prefer to release the tension on the hammer springs when storing your guns Snap Caps are ideal.<br><br>Whatever your needs Snap Caps are handy and inexpensive.<br><br>- Caliber/Gauge:  7.62x39 Russian<br>- Sold per 2 snap caps,tiptpic787-336.jpg,7.58,0,11.99,0,0.1,5.5,3.625,1.25,Ammunition,Dummy Cartridges/Blanks,AM,TIPT,www.battenfeldtechnologies.com,KBH,7.62x39mm Per 2,C,661120873365,74977,,,th_tiptpic787-336.gif,,,,,,,,,,0,,6,2,12,https://images.dealerease.net/prodpics/tiptpic787-336.jpg,1,1,
62303,Winchester Ammo,S357MPDB,14,357 Magnum 125gr PDX1 Bonded /20,357 Magnum,Winchester PDX1 Defender Ammunition 357 Magnum 125 Grain Bonded Jacketed Hollow PointWinchester PDX1 ammunition was tested by the FBI to see if it can stand up to real world life threatening situations this ammunition has impressive expansion and notable velocities at various ranges thanks to Winchester's proprietary bonding process. The engineers have welded together the lead core and copper jacket to obtain controlled expansion and a higher weight retention. The bonding can also take on the toughest barriers at varied ranges and velocities to simulate real world threat. <br><br>Upon impact the jacketed hollow point initiates expansion up to 1-1/2 times the size of the original bullet diameter. The unique notching in the bullet creates six equal segments creating maximum expansion on impact. Finally Winchester has chosen nickel plated brass to maximize reliability through smooth chambering and case ejection. <br><br>Specifications:<br><br>- Caliber: 357 Magnum<br>- Bullet Weight: 125 Grains<br>- Bullet Style: Bonded Jacketed Hollow Point<br>- Case Type: Nickel Plated Brass<br>- Quantity: Per 20<br> <br>Ballistics Information:<br><br>- Muzzle Velocity: 1325 fps<br>- Muzzle Energy: 487 ft lba,wincpics357mpdb.jpg,21.11,0,30.95,0,0.65,3.25,2.625,2,Ammunition,Centerfire Handgun Ammunition,AM,WINC,www.winchester.com,HHL,PDX1 Defender 125 Grains Bonded Jacketed Hollow Point Per 20,C,020892218864,76674,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_wincpics357mpdb.gif,,,,,,,,,,0,,10,20,13,https://images.dealerease.net/prodpics/wincpics357mpdb.jpg,1,1,
62306,Winchester Ammo,S413PDX1,8,410ga 3" PDX1 4DD/16BB /10,410 Gauge,Winchester PDX1 Ammunition was tested by the FBI to see if it can stand up to real world life threatening situations. This ammunition has impressive expansion and notable velocities at various ranges thanks to Winchester's proprietary bonding process. In PDX1 ammunition Winchester engineers have created a self defense load that exhibits controlled expansion and a higher weight retention. <br><br>In addition to the plated BB shot the 410 Bore load also features 4 plated Defense Disc projectiles. Loaded in black hulls with a black oxide high-base. Originally developed for the Taurus Judge these shells can also be used for varmint hunting and pest control. <br><br>Specifications:<br><br>- Gauge: 410<br>- Shell Length: 3"<br>- Shot Weight: 1/3 oz<br>- Shot Type: BB/Defense Disk Bonded PDX1<br>- Quantity: Per 10<br><br>Ballistics Information:<br><br>- Muzzle Velocity: 750 fps,wincpics413pdx1.jpg,13.35,0,20.95,0,0.75,3,2.5,1.0625,Ammunition,Shotgun Ammunition,AM,WINC,www.winchester.com,HGM,PDX1 Defender 3" 1 oz 4 Defense Disc/16 BB Shot Per 10,C,020892020344,77405,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_wincpics413pdx1.gif,,,,,,,,,,0,,10,10,15,https://images.dealerease.net/prodpics/wincpics413pdx1.jpg,2,2,
72395,Barnes Bullets,22018,0,22018 416 RemMag 400gr B-S RN VOR-TX/20,416 Remington Magnum Ammunition,Barnes bullets have historically had the reputation of offering quick clean and humane kills. Now they are taking their highly regarded bullets to the next level loading them in ammunition. VOR-TX Safari ammunition is manufactured to precise tolerances to ensure excellent accuracy and consistent velocities a must have when hunting some of the world's most dangerous game. <br><br>The Barnes Banded Solid Bullets feature rings cut into the shank to reduce pressures and allow higher velocities. These bullets have a wider meplat and are designed to penetrate large dangerous game without deflection even when striking heavy bone. Constructed of homogenous metal throughout they do not have a lead core or jacket to separate on impact. This ammunition is new production non-corrosive in boxer-primed reloadable brass cases. <br><br>Specifications:<br><br>- Caliber: 416 Remington Magnum<br>- Bullet Weight: 400 Grains<br>- Bullet Style: Banded Solid Round Nose<br>- Case Type: Brass<br>- Quantity: Per 20<br><br>Ballistics Information<br><br>- Muzzle Velocity: 2420 fps<br>- Muzzle Energy: 5203 ft lb,barnpic22018.jpg,80.35,0,104.94,0,2.35,6.5,4.624,1.5,Ammunition,Centerfire Rifle Ammunition,AM,BARN,www.barnesbullets.com,33Q,VOR-TX Safari 400 Grains Banded Solid Round Nose Per 20,C,716876141685,77775,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_barnpic22018.gif,Up to $20 Mail-In Rebate,barnesvortexrebate.pdf,12/31/2014,Buy 2 Get 1 Free Mail-In Rebate,barnesammorebate.pdf,12/31/2014,,,,0,,10,20,11,https://images.dealerease.net/prodpics/barnpic22018.jpg,3,3,
73923,Remington,L9MM3,0,23728 UMC 9MM 115gr MC,9mm UMC Metal Case 115 Grains Per 50,Remington L9MM3 UMC has blazed a trail of innovation in cartridge making excellence that continues to this day. UMC was the first ammunition company to produce centerfire ammunition. Outstanding performance at a very attractive price. <br><br><br>Specifications:<br><br><br>Caliber:  9 MM<br>Bullet Type:  Metal Case<br>Bullet Weight:  115 GR<br>Muzzle Energy:  329 ft lbs<br>Muzzle Velocity:  1135 fps<br>50 Rounds Per Box,remipicl9mm1.jpg,10.06,0,21.99,0,1.35,5.125,2.75,1.375,Ammunition,Centerfire Handgun Ammunition,AM,REMI,www.remington.com,,,C,047700069807,119008,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_remipicl9mm1.gif,,,,,,,,,,0,,10,50,13,https://images.dealerease.net/prodpics/remipicl9mm1.jpg,2,2,
73953,Remington,R7M082,82,28827 7MM-08 Rem 120gr HP Core,7MM-08 Remington 120 Grains Hollow Point Per 20,Remington Ammunition<br><br>- Caliber:  7mm-08 Remington<br>- Grain:  120<br>- Bullet Type:  HP<br>- Per 20 Rounds,rempicr7m082.jpg,27.1656,0,45.99,0,1.05,6,3.125,1.375,Ammunition,Centerfire Rifle Ammunition,AM,REMI,www.remington.com,,,D,047700068503,77918,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_rempicr7m082.gif,,,,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/rempicr7m082.jpg,2,2,
74677,Hornady,80275,123,223 Rem 55Gr FMJBT/50,223 Remington,Hornady Training Ammunition<br><br>- Caliber:  223 Remington<br>- Grain:  55<br>- Bullet Type:  FMJ Training<br>- Muzzle Velocity:   3240 fps<br>- 50 Rounds Per Box,hornpic80275.jpg,24.2,0,43.33,0,1.3,5.0625,2.625,2.4375,Ammunition,Centerfire Rifle Ammunition,AM,HORN,www.hornady.com,HJM,55Gr FMJ Boattail (Per 50),C,090255802757,77400,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_hornpic80275.gif,,,,,,,,,,0,,10,50,11,https://images.dealerease.net/prodpics/hornpic80275.jpg,2,2,
74736,Hornady,90902,18,Z-Max 45 Auto 185gr Zombie /20,Z-Max Zombie Ammunition,ZOMBIE MAX Ammunition and PROVEN Z-MAX Bullets Be PREPARED  supply yourself for the Zombie Apocalypse with Zombie Max ammunition from Hornady! Loaded with PROVEN Z-Max bullets.yes PROVEN Z-Max bullets..(have you seen a Zombie) Remember.only head shots countmake sure your bug out bag is ready with nothing but the best!<br><br>Hornady Zombie Max ammunition  make DEADPERMANENT!<br><br>- Caliber: 45 ACP<br>- Grain:  185<br>- Per 20,hornpiczpmbiepistol.jpg,16.7667,0,29.32,0,0.85,3.0625,2.5,1.4375,Ammunition,Centerfire Handgun Ammunition,AM,HORN,www.hornady.com,KOB,45 ACP 185Gr (Per 20),D,090255909029,77105,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_hornpiczpmbiepistol.gif,,,,,,,,,,0,,10,20,13,https://images.dealerease.net/prodpics/hornpiczpmbiepistol.jpg,2,2,
74762,CCI,3790,0,9mm Luger Shotshell,9mm,CCI Shotshell Ammunition<br><br>- Caliber:  9mm Luger<br>- Weight:  1/8oz #12 Shot<br>- 10 Rounds per box,ccipic3790.jpg,11.7,0,17.95,0,0.2,3.5,2.75,0.625,Ammunition,Centerfire Handgun Ammunition,AM,CCI,www.cci-ammunition.com,HLQ,Shotshell Ammunition,C,076683037909,77790,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_ccipic3790.gif,,,,,,,,,,0,,20,10,13,https://images.dealerease.net/prodpics/ccipic3790.jpg,1,1,
74763,CCI,3738,0,38/357 Mag Shotshell,38/357 Mag Shotshell,CCI Ammunition<br><br>- Caliber:  38/357 Mag <br>- Shotshell<br>- Per 10,ccipic3738.jpg,9.91,0,14.95,0,0.6,3.5,3,0.5,Ammunition,Centerfire Handgun Ammunition,AM,CCI,www.cci-ammunition.com,,,C,076683037381,79425,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_ccipic3738.gif,,,,,,,,,,0,,20,10,13,https://images.dealerease.net/prodpics/ccipic3738.jpg,1,1,
75216,Hornady,8228,1,303 British 174gr BTHP/20,303 British by Hornady,Vintage Match ammunition is built to replicate the original military performance specifications unique to wartime rifles. With the advent of the CMP Vintage Rifle and Vintage Sniper Matches Hornady Vintage Match ammunition was developed with the match shooter in mind. It provides superior quality off-the-shelf ammunition for the shooter who is looking for a match grade alternative to surplus or hand-loaded ammunition.<br><br>Specifications:<br><br>- Caliber: 303 British<br>- Bullet Weight: 174 Grains <br>- Bullet Type: BTHP (Boattail Hollow Point)<br>- 20 Rounds Per Box,hornpic8228.jpg,23.92,0,40.55,0,1.6,6,3.5,1.25,Ammunition,Centerfire Rifle Ammunition,AM,HORN,www.hornady.com,LVE,174 Gr. BTHP Match (Per 20),C,090255382280,84519,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_hornpic8228.gif,,,,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/hornpic8228.jpg,2,2,
80232,Remington,RM300AAC6,5,300AAC Blackout 125gr /20,300AAC Blackout 125 Grains Open Tip Match Per 20,Remington RM300AAC6 300 AAC BLACKOUT 125 MK 20/10<br>This 300 AAC Blackout cartridge is loaded with a 125 Grain Sierra MatchKing bullet so it is sure to deliver the performance you are looking for. MatchKing rifle bullets are super-accurate bullets with very thin jackets and are held to exacting tolerances in diameter and weight. Their accuracy has been acclaimed worldwide and they have been used to win more target competitions than all target bullets from other manufacturers combined. Weight retention is held to within +/- 0.3 grain. Each bullet is a hollow point and is designed with a very small meplat in order to achieve the highest ballistic coefficient possible. This ammunition is non-corrosive in boxer primed reloadable brass cases.,remipicrm300aac6.jpg,26.7,0,44.99,0,0.75,5.75,2.75,1.375,Ammunition,Centerfire Rifle Ammunition,AM,REMI,www.remington.com,,,C,047700410203,82145,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_remipicrm300aac6.gif,,,,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/remipicrm300aac6.jpg,2,2,
88477,Winchester Ammo,XSC10BB,1,Super-X Drylok 3.5" 10ga 1 5/8oz /25,10 Gauge,Supreme High Velocity Drylok Super Steel and Super-X Drylok Super Steel Shotshells give you the ultimate in water resistant high velocity knock down performance in any foul weather hunting condition.<br><br>Specifications:<br><br>- Gauge: 10<br>- Length: 3 1/2"<br>- Ounces: 1 5/8 oz<br>- Shot Size: BB<br>- Type :Steel<br>- Quantity: Per 25<br><br>Ballistic Information:<br><br>- Muzzle Velocity: 1350 fps,wincpicxsc10bb.jpg,24.97,0,41.99,0,2.85,4.125,2.719,4.125,Ammunition,Shotgun Ammunition,AM,WINC,www.winchester.com,12E,Super X Dryloc Plated 3 1/2" 1 5/8 oz #BB Steel Shot Per 25,C,020892107083,82978,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_wincpicxsc10bb.gif,,,,,,,,,,0,,10,25,15,https://images.dealerease.net/prodpics/wincpicxsc10bb.jpg,4,4,
